nuts,original_code,original_name,translated_name,hcat4_code,hcat4_name,usage_code,usage_name
at,519,STÄRKEINDUSTRIEKARTOFFELN,STARCH POTATOES,3310300000,potatoes,2,Industry/for processing
at,520,FRÜHKARTOFFELN / FELDGEMÜSE,EARLY POTATOES / FIELD VEGETABLES,3310300000,potatoes,0,No specified use
at,524,SPEISEKARTOFFELN,EDIBLE POTATOES,3310300000,potatoes,0,No specified use
at,525,SPEISEINDUSTRIEKARTOFFELN,FOOD INDUSTRY POTATOES,3310300000,potatoes,2,Industry/for processing
at,526,SPEISEKARTOFFELN / FELDGEMÜSE,EDIBLE POTATOES / FIELD VEGETABLES,3310300000,potatoes,0,No specified use
at,527,SAATKARTOFFELN,SEED POTATOES,3310300000,potatoes,9,Seed/Propagation
at,528,FUTTERKARTOFFELN,FEED POTATOES,3310300000,potatoes,3,Fodder/Forage
at,529,FRÜHKARTOFFELN / BUCHWEIZEN,EARLY POTATOES / BUCKWHEAT,3310300000,potatoes,0,No specified use
at,535,SOMMERKÜMMEL,SUMMER CARAWAY,3310612110,caraway,0,No specified use
at,536,WINTERKÜMMEL,WINTER CARAWAY,3310612110,caraway,0,No specified use
at,537,JOHANNISKRAUT,ST. JOHNs WORT,3310612340,st_johns_wort,0,No specified use
at,538,HEILPFLANZEN,MEDICINAL PLANTS,3310612000,aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
at,539,GEWÜRZPFLANZEN,SPICE PLANTS,3310612000,aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
at,540,GEWÜRZFENCHEL,SPICE FENNEL,3310704000,fennel,0,No specified use
at,622,LINSEN,LENTILS,3310201070,lentils,0,No specified use
at,623,KICHERERBSEN,CHICKPEAS,3310201040,chickpeas,0,No specified use
at,624,SOMMERWICKEN,SUMMER VETCHES,3310202050,vetches,0,No specified use
at,625,WINTERWICKEN,WINTER VETCHES,3310202050,vetches,0,No specified use
at,626,PLATTERBSEN,FLAT PEAS,3310201080,peas,0,No specified use
at,627,SOMMERLINSEN,Summer Lentil,3310201070,lentils,0,No specified use
at,628,WINTERLINSEN,Winter Lentil,3310201070,lentils,0,No specified use
at,631,"FUTTERRÜBEN (RUNKELRÜBEN, BURGUND KOHLRÜBEN)",FORAGE BEET (RUNKEL BEETS,3310719020,mangelwurzel_beets,0,No specified use
at,633,KLEE,CLOVER,3310202030,clover,0,No specified use
at,634,KLEEGRAS,CLOVER-GRASS,3310202030,clover,0,No specified use
at,635,LUZERNE,ALFALFA,3310202010,alfalfa_lucerne,0,No specified use
at,636,WECHSELWIESE,Rotational pasture or meadow.,3320200000,temporary_grassland,3,Fodder/Forage
at,637,FUTTERGRÄSER,FORAGE GRASS,3320000000,grassland_grass,3,Fodder/Forage
at,638,WICKEN - GETREIDE GEMENGE,VETCHES - GRAIN MIX,3310202050,vetches,6,Harvested as Grains
at,641,ENERGIEGRAS,ENERGY GRASS,3320000000,grassland_grass,4,Energy
at,642,ACKERWEIDE,Field Pasture,3320200000,temporary_grassland,3,Fodder/Forage
at,651,ZUCKERRÜBEN,SUGAR BEET,3310719010,sugar_beet,0,No specified use
at,653,FELDGEMÜSE OHNE ERNTE,FIELD VEGETABLES WITHOUT HARVEST,3310700000,fresh_vegetables,0,No specified use
at,654,BLUMEN UND ZIERPFLANZEN,FLOWERS AND ORNAMENTAL PLANTS,3310800000,flowers_ornamental_plants,0,No specified use
at,657,FLACHS (FASERLEIN) ZUR FASERERZEUGUNG,FLAX (FIBER) FOR FIBER PRODUCTION,3310607000,flax_linseed,7,Fiber
at,658,HANF,HEMP,3310610000,hemp_cannabis,0,No specified use
at,661,SONSTIGE ACKERFLÄCHEN,OTHER FARM AREA,3310000000,arable_crops,0,No specified use
at,663,FUTTERGRÄSER / FELDGEMÜSE,FORAGE GRASS / FIELD VEGETABLES,3320000000,grassland_grass,3,Fodder/Forage
at,664,KLEE / FELDGEMÜSE,CLOVER / FIELD VEGETABLES,3310202030,clover,0,No specified use
at,665,KLEEGRAS / FELDGEMÜSE,CLOVER GRASS / FIELD VEGETABLES,3310202030,clover,0,No specified use
at,671,SONSTIGE ACKERKULTUREN,OTHER FARM CROPS,3310000000,arable_crops,0,No specified use
at,676,FELDGEMÜSE EINLEGEGURKEN,FIELD VEGETABLES CUCUMBERS,3310702010,cucumber_pickle,0,No specified use
at,679,SONSTIGES FELDFUTTER,OTHER FIELD FORAGE,3390000000,not_known_and_other,0,No specified use
at,680,MARIENDISTELN,Marian thistles,3310612400,marian_thistles,0,No specified use
at,681,GRÜNSCHNITTROGGEN,GREEN CUT RYE,3310103000,rye,5,Harvested Green
at,682,PHACELIA,PHACELIA,3311300000,phacelia,0,No specified use
at,686,"ELEFANTENGRAS (CHINASCHILF, MISCANTHUS SINENSIS)","ELEPHANT GRASS (CHINA REED, MISCANTHUS SINENSIS)",3310617030,miscanthus_silvergrass,0,No specified use
at,689,LEINDOTTER,Camelina,3310615000,camelina,0,No specified use
at,690,ÖLRETTICH,OIL RADISH,3310715040,radish,8,Oil
at,691,RÜBENVERMEHRUNG,BEET PROPAGATION,3310719000,beta_vulgaris,9,Seed/Propagation
at,694,FELDGEMÜSE MEHRKULTURIG,FIELD VEGETABLES MULTI-CROPS,3310700000,fresh_vegetables,0,No specified use
at,696,FELDGEMÜSE EINKULTURIG,FIELD VEGETABLES SINGLE CULTURE,3310700000,fresh_vegetables,0,No specified use
at,697,FELDGEMÜSE VERARBEITUNG EINKULTURIG,FIELD VEGETABLES PROCESSING SINGLE CULTURE,3310700000,fresh_vegetables,2,Industry/for processing
at,698,FELDGEMÜSE VERARBEITUNG MEHRKULTURIG,FIELD VEGETABLES PROCESSING MULTI-CULTURED,3310700000,fresh_vegetables,2,Industry/for processing
at,699,FELDGEMÜSE FRISCHMARKT UND VERARBEITUNG MEHRKULTURIG,FIELD VEGETABLES FRESH MARKET AND MULTI-CULTIVATED PROCESSING,3310700000,fresh_vegetables,1,Consumption/Fresh
at,701,EINMÄHDIGE WIESE,ONE-MOWN MEADOW,3320100000,permanent_grassland,0,No specified use
at,704,STREUWIESE,LITTER MEADOW,3320100000,permanent_grassland,0,No specified use
at,707,HUTWEIDE,EXTENSIVE PASTURE,3320100000,permanent_grassland,3,Fodder/Forage
at,708,BERGMÄHDER,MOUNTAIN MOWING MEADOW,3320100000,permanent_grassland,0,No specified use
at,710,SONSTIGE GRÜNLANDFLÄCHEN,OTHER GRASSLAND AREAS,3320000000,grassland_grass,0,No specified use
at,715,DAUERWEIDE,PERMANENT PASTURE,3320100000,permanent_grassland,3,Fodder/Forage
at,716,MÄHWIESE/-WEIDE ZWEI NUTZUNGEN,MOWING MEADOW / PASTURE (TWO USES),3320100000,permanent_grassland,3,Fodder/Forage
at,717,MÄHWIESE/-WEIDE DREI UND MEHR NUTZUNGEN,MOWING MEADOW / PASTURE (THREE AND MORE USES),3320100000,permanent_grassland,3,Fodder/Forage
at,721,GRÜNLANDBRACHE,GRASSLAND FALLOW,3311100000,fallow_land_not_crop,0,No specified use
at,723,SONSTIGE HUTWEIDEFLÄCHEN,OTHER EXTENSIVE PASTURE,3320100000,permanent_grassland,0,No specified use
at,751,ÖLKÜRBISSE,Oil pumpkins,3310702040,pumpkin_squash_gourd,8,Oil
at,752,"SONSTIGE ÖLFRÜCHTE (SAFLOR, ...)",OTHER OIL FRUITS (SAFLORO ...),3310604000,oilseed_crops,8,Oil
at,755,ERDBEEREN,STRAWBERRIES,3310701000,strawberries,0,No specified use
at,756,ERDBEEREN / FELDGEMÜSE,STRAWBERRIES / FIELD VEGETABLES,3310701000,strawberries,0,No specified use
at,758,AMARANTH,AMARANTH,3310703010,amaranth,0,No specified use
at,759,QUINOA,QUINOA,3310703030,quinoa,0,No specified use
at,763,GRÜNSCHNITTROGGEN / SUDANGRAS,GREEN CUT RYE / SUDAN GRASS,3310103000,rye,5,Harvested Green
at,764,GRÜNSCHNITTROGGEN / MAIS,GREEN CUT RYE / CORN,3310103000,rye,5,Harvested Green
at,765,GRÜNSCHNITTROGGEN / HIRSE,GREEN CUT RYE / MILLET,3310103000,rye,5,Harvested Green
at,766,GRÜNSCHNITTROGGEN / SONNENBLUMEN,Green-Cut Rye / Sunflowers,3310103000,rye,5,Harvested Green
at,767,ROLLRASEN,TURF,3320201070,sod_turf,0,No specified use
at,768,SPEISEKÜRBISSE,Edible pumpkins,3310702040,pumpkin_squash_gourd,0,No specified use
at,769,TOPINAMBUR,JERUSALEM ARTICHOKE,3310705000,topinambur_jerusalem_artichoke,0,No specified use
at,771,GRÜNBRACHE,GREEN FALLOW,3311100000,fallow_land_not_crop,0,No specified use
at,772,GINKGO,GINKGO,3361000000,gingko,0,No specified use
at,773,BIENENTRACHTBRACHE,BEE FLOWER FALLOW,3311100000,fallow_land_not_crop,0,No specified use
at,774,DURCHWACHSENE SILPHIE,CUP PLANT (Silphium perfoliatum),3310844000,silphium_rosinweeds,0,No specified use
at,775,SALBEI (CHIA),SAGE (CHIA),3310703040,sage_chia,0,No specified use
at,776,WINTERGERSTE / SOJABOHNEN,WINTER BARLEY / SOYBEANS,3310104001,winter_barley,0,No specified use
at,806,OBST/HOPFEN BODENGESUNDUNG,FRUIT / HOP SOIL RECOVERY,3330100000,orchards_fruits,0,No specified use
at,809,ANDERES OBST,OTHER FRUITS,3330100000,orchards_fruits,0,No specified use
at,810,SONSTIGE SPEZIALKULTURFLÄCHEN,OTHER SPECIAL CULTURAL AREAS,3390000000,not_known_and_other,0,No specified use
at,812,KIRSCHEN,CHERRIES,3330104000,cherry_cherries,0,No specified use
at,813,MARILLEN,Apricots,3330103000,apricots,0,No specified use
at,814,PFIRSICHE,PEACHES,3330111000,peach,0,No specified use
at,817,TAFELÄPFEL,TABLE APPLES,3330102000,apples,0,No specified use
at,818,TAFELBIRNEN,TABLE PEARS,3330112000,pears,0,No specified use
at,819,WEICHSELN,SOUR CHERRIES,3330104000,cherry_cherries,0,No specified use
at,820,ZWETSCHKEN,PLUMS,3330113000,plums,0,No specified use
at,821,HOPFEN,HOP,3310602000,hops,0,No specified use
at,828,QUITTEN,QUINCES,3330115000,quinces,0,No specified use
at,829,NEKTARINEN,NECTARINES,3330109000,nectarine,0,No specified use
at,830,PFLAUMEN,PLUMS,3330113000,plums,0,No specified use
at,831,STRAUCHBEEREN,SHRUBBERRIES,3330800000,shrubberries_shrubs,0,No specified use
at,832,HOLUNDER,ELDER,3330804000,elder_elderberry,0,No specified use
at,837,BLUMEN UND ZIERPFLANZEN IM GEWÄCHSHAUS,FLOWERS AND ORNAMENTAL PLANTS IN THE GREENHOUSE,3350000000,greenhouse_foil_film,0,No specified use
at,838,BLUMEN UND ZIERPFLANZEN IM FOLIENTUNNEL,FLOWERS AND ORNAMENTAL PLANTS IN THE FOIL TUNNEL,3350000000,greenhouse_foil_film,0,No specified use
at,839,GEMÜSE IM GEWÄCHSHAUS,VEGETABLES IN THE GREENHOUSE,3350000000,greenhouse_foil_film,0,No specified use
at,840,GEMÜSE IM FOLIENTUNNEL,VEGETABLES IN THE FILM TUNNEL,3350000000,greenhouse_foil_film,0,No specified use
at,842,"SCHALENFRÜCHTE (WALNÜSSE, HASELNÜSSE, ...)","NUTS (WALNUTS, HAZELNUTS ...)",3330300000,nuts,0,No specified use
at,843,SONSTIGE FLÄCHEN: GESCHÜTZTER ANBAU,OTHER AREAS: PROTECTED CULTIVATION,3390000000,not_known_and_other,0,No specified use
at,844,EDELKASTANIEN,NOBLE CHESTNUTS,3330305000,sweet_chestnuts,0,No specified use
at,845,SONSTIGE KULTUREN IM GEWÄCHSHAUS,OTHER CULTURES IN THE GREENHOUSE,3350000000,greenhouse_foil_film,0,No specified use
at,846,SONSTIGE KULTUREN IM FOLIENTUNNEL,OTHER CULTURES IN THE FILM TUNNEL,3350000000,greenhouse_foil_film,0,No specified use
at,847,HEILPFLANZEN IM GEWÄCHSHAUS,MEDICINAL PLANTS IN THE GREENHOUSE,3350000000,greenhouse_foil_film,0,No specified use
at,848,HEILPFLANZEN IM FOLIENTUNNEL,MEDICINAL PLANTS IN THE FILM TUNNEL,3350000000,greenhouse_foil_film,0,No specified use
at,849,GEWÜRZPFLANZEN IM GEWÄCHSHAUS,SPICE PLANTS IN THE GREENHOUSE,3350000000,greenhouse_foil_film,0,No specified use
at,850,GEWÜRZPFLANZEN IM FOLIENTUNNEL,SPICE PLANTS IN THE FOIL TUNNEL,3350000000,greenhouse_foil_film,0,No specified use
at,851,OBST IM GEWÄCHSHAUS,FRUITS IN THE GREENHOUSE,3350000000,greenhouse_foil_film,0,No specified use
at,852,OBST IM FOLIENTUNNEL,FRUIT IN THE FILM TUNNEL,3350000000,greenhouse_foil_film,0,No specified use
at,854,WALNÜSSE,walnut,3330306000,walnuts,0,No specified use
at,855,HASELNÜSSE UND ANDERE SCHALENFRÜCHTE,hazelnut and other nuts,3330302000,hazelnuts_hazel,0,No specified use
at,860,EINJÄHRIGE BAUMSCHULEN,ONE YEAR NURSERY,3330700000,nurseries_nursery,0,No specified use
at,861,MEHRJÄHRIGE BAUMSCHULEN,MULTI-YEAR NURSERY,3330700000,nurseries_nursery,0,No specified use
at,862,REBSCHULEN,VINE SCHOOLS,3330600000,vineyards_wine_vine_rebland_grapes,0,No specified use
at,863,ENERGIEHOLZ OHNE ROBINIE,ENERGY WOOD WITHOUT ROBINIA,3360000000,tree_wood_forest,4,Energy
at,864,ENERGIEHOLZ ROBINIE,ENERGY WOOD ROBINIA,3360000000,tree_wood_forest,4,Energy
at,865,ANDERE DAUERKULTUREN,OTHER PERMANENT CULTURES,3330000000,permanent_crops_perennial,0,No specified use
at,901,WEIN,WINE,3330600000,vineyards_wine_vine_rebland_grapes,2,Industry/for processing
at,902,WEIN BODENGESUNDUNG,WINE SOIL RECOVERY,3330600000,vineyards_wine_vine_rebland_grapes,0,No specified use
at,906,SCHNITTWEINGARTEN,CUT WINE GARDEN,3330600000,vineyards_wine_vine_rebland_grapes,2,Industry/for processing
at,907,SONSTIGE WEINFLÄCHEN,OTHER WINE AREAS,3330600000,vineyards_wine_vine_rebland_grapes,2,Industry/for processing
at,920,NATURSCHUTZFACHLICH WERTVOLLE PFLEGEFLÄCHE,VALUABLE ECOLOGIC PROTECTION AREA,3390000000,not_known_and_other,10,Eco-schemes for environment protection
