nuts,original_code,original_name,translated_name,hcat4_code,hcat4_name,g_tname,dpl_tname,opus_tname,translation_flag,type_error,Notes,Niche/uncommon name/spelling error/abbreviation
cz,30.0,Jestřabina lékařská,galega,3310202070,galega,Hawksbill,Hawkweed,Water cress,0,3,,1
cz,31.0,Jitrocel kopinatý,ribwort plantain,3310612990,other_aromatic_medicinal_culinary_plants_spices_herbs,Spear plantain,Plantain,"Castor bean, whether or not refined, but not chemically modified, but not chemically modified",0,1,,
cz,315.0,Trávy,Grasses,3320000000,grassland_grass,Grasses,Grasses,Grass,1,,,
cz,316.0,Bojínek luční,Timothy grass,3320201090,timothy,Meadowsweet,Meadow grasshopper,Bluefin tuna,0,3,,1
cz,317.0,Festulolium,Festulolium,3320201040,festulolium,Festulolium,Festulolium,Festulolium,1,,,
cz,318.0,Jílek hybridní,hybrid ryegrass,3320201050,lolium_ryegrass,Hybrid sturgeon,Hybrid ryegrass,Cherimoyas,0,3,,1
cz,319.0,Jílek mnohokvětý italský,Italian ryegrass,3320201050,lolium_ryegrass,Italian St. John's wort,Italian ryegrass,Chinese cabbages/pe-tsai,0,3,,1
cz,320.0,Jílek mnohokvětý jednoletý,Annual Italian ryegrass,3320201050,lolium_ryegrass,St. John's wort is an annual,Annual ryegrass,Cherimoyas,0,3,,1
cz,321.0,Jílek vytrvalý,perennial ryegrass,3320201050,lolium_ryegrass,Perennial sturgeon,Yielding persistent,Cinnamon,0,3,,1
cz,322.0,Kostřava červená,Red fescue,3320201020,festuca_fescue,Red fescue,Red fescue,Red fescue,1,,,
cz,323.0,Kostřava luční,Meadow fescue,3320201020,festuca_fescue,Meadow fescue,Meadow fescue,Black fescue,1,,,
cz,324.0,Kostřava ovčí,Sheep fescue,3320201020,festuca_fescue,Sheep fescue,Sheep's fescue,Sheep's fescue,1,,,
cz,325.0,Kostřava rákosovitá,tall fescue,3320201020,festuca_fescue,Reedy fescue,Reed grass,Reed fescue,0,1,,
cz,327.0,Lipnice hajní,wood bluegrass,3320209900,other_poaceae_grasses,Lipnice is hunting,Woodlark,"Of a fat content, by weight, exceeding 10% but not exceeding 30%",0,3,,1
cz,328.0,Lipnice luční,Kentucky bluegrass,3320209900,other_poaceae_grasses,Lipnice meadow,Meadow grass,Red-necked beams,0,3,,1
cz,33.0,Kozlík lékařský,Valerian ,3310612380,valerian,Valerian,Valerian,Scaroles/broad-leaved endives,0,1,,
cz,331.0,Medyněk vlnatý,Yorkshire fog,3320209900,other_poaceae_grasses,Honeysuckle woolly,Woolly medick,Wooled honeycomb,0,3,,1
cz,333.0,Ovsík vyvýšený,bulbous oat grass,3320209900,other_poaceae_grasses,Raised oats,Elevated oats,Owl raised,0,3,,1
cz,334.0,Poháňka hřebenitá,crested dog's-tail,3320209900,other_poaceae_grasses,Buckwheat comb,Combed buckwheat,Scalloped cauldron,0,3,,1
cz,335.0,Psineček veliký,black bent,3320209900,other_poaceae_grasses,Big dog,Large dog,Greater piss,0,3,,1
cz,336.0,Psineček tenký,common bent,3320209900,other_poaceae_grasses,Thin dog,Thin dog,"Dewberries (black, red, yellow, yellow and white)",0,3,,1
cz,338.0,Psárka luční,meadow foxtail ,3320209900,other_poaceae_grasses,Meadow dog,Meadow grasshopper,Black-bellied scribbler,0,3,,1
cz,339.0,Srha hajní (Srha Aschersonova),Dactylis polygama,3320201030,cocksfoot_catgrass,Ascherson's gamer's game,Ascherson's Srha,Srha Ascherson (Srha Ascherson),0,3,,1
cz,34.0,Levandule lékařská,English lavender,3310612190,lavender_lavandula,Lavender,Medical Lavender,Valerian lavender,0,1,,
cz,340.0,Srha laločnatá (říznačka),cat grass,3320201030,cocksfoot_catgrass,Lobster steak (slicing steak),Lobed burr (burr),Locust litter (signature),0,3,,1
cz,342.0,Trojštět žlutavý,Yellow Oatgrass,3320209900,other_poaceae_grasses,Trident yellowish,Yellow-headed woodpecker,Yellow-throated tributary,0,3,,1
cz,343.0,Sveřep bezbranný,Bromus inermis,3320209900,other_poaceae_grasses,The defenseless boar,The defenceless Sveřep,Black-necked scorpion,0,3,,1
cz,344.0,Tomka vonná,sweet vernal grass,3320209900,other_poaceae_grasses,Fragrant tomka,Sweet clover,Scented Tomka,0,3,,1
cz,349.0,Chrastice rákosovitá,reed canary grass,3320209900,other_poaceae_grasses,Chrastice reed-like,Reed canary grass,Red-necked rattlesnake,0,3,,1
cz,35.0,Lékořice lysá,licorice ,3310299000,other_legumes,Licorice,Licorice bald,Liquorice,1,,,
cz,351.0,Dočasný travní porost,Temporary grassland,3320201000,poaceae_grasses,Temporary grass cover,Temporary grass cover,Temporary grassland,1,,,
cz,352.0,Brokolice,Broccoli,3310707030,broccoli,Broccoli,Broccoli,Broccoli,1,,,
cz,353.0,Kedluben,Kohlrabi,3310707100,kohlrabi,Kohlrabi,Kohlrabi,Kohlrabi,1,,,
cz,354.0,Celer bulvový,Celeriac,3310711010,celeriac,Celery bulb,Celeriac,Celeriac,1,,,
cz,356.0,Celer řapíkatý,Celery,3310711000,celery,Celery stalks,Celery,Celery,1,,,
cz,357.0,Cibule jarní,Spring onions,3310708050,scallion,Spring onions,Spring onions,Spring onions,1,,,
cz,358.0,Cibule zimní,Winter onions,3310708040,onions,Winter onions,Winter onions,Winter onions,1,,,
cz,359.0,Čekanka salátová (hlávková),Radicchio,3310717990,other_salads_lettuce_leaf_vegetables,Chicory salad (head),Chicory salad (head),Witloof,0,1,,
cz,36.0,Libeček lékařský,Lovage,3310612210,lovage_maggiplant,Licorice,Lily of the valley,Chards/beet leaves,0,3,,1
cz,360.0,Černý kořen (hadí mord španělský),black salsify,3310715090,salsify,Black root (Spanish snakeroot),Black Root (Spanish Serpent Mord),Black (Shade Mord),0,1,,
cz,361.0,Česnek jarní,Spring garlic,3310708020,garlic,Spring garlic,Spring garlic,Spring garlic,1,,,
cz,362.0,Česnek ozimý,Winter garlic,3310708020,garlic,Winter garlic,Winter garlic,Chinese cabbages/pe-tsai,0,1,,
cz,363.0,Fazol zahradní (keříčkový),Garden beans (bush),3310201010,beans,Garden beans (bush),Garden bean (bush bean),Beans (without pods),1,,,
cz,364.0,Fazol zahradní (pnoucí),Garden beans (climbing),3310201010,beans,Garden beans (spiking),Garden bean (climbing),Beans (with pods),1,,,
cz,365.0,Fenykl obecný,Fennel,3310704000,fennel,Common fennel,Fennel,Fennel,1,,,
cz,366.0,Hrách zahradní dřeňový,Garden peas,3310201080,peas,Garden peas,Garden pea pulp,Prickly pear (cactus fruit),0,1,,
cz,367.0,Hrách zahradní (cukrový),Garden peas (sugar),3310201080,peas,Garden peas (sugar),Garden peas (sugar peas),Garden peas (sugar),1,,,
cz,368.0,Chřest,Asparagus,3310706000,asparagus,Asparagus,Asparagus,Asparagus,1,,,
cz,369.0,Kapusta kadeřavá (kadeřávek),Kale,3310707090,kale,Kale,Curly kale (kale),Kales,1,,,
cz,370.0,Kapusta hlávková jarní,Spring cabbage,3310707000,brassicaceae_cruciferae,Spring cabbage,Spring cabbage,Spring sprouts,0,1,,
cz,371.0,Kapusta růžičková,Brussels sprouts,3310707040,brussels_sprouts,Brussels sprouts,Brussels sprouts,Brussels sprouts,1,,,
cz,373.0,Kukuřice cukrová,Sweet corn,3310106000,maize_corn_popcorn,Sweet corn,Sweet corn,Sweet corn,1,,,
cz,374.0,Kukuřice pukancová,Popcorn,3310106000,maize_corn_popcorn,Popcorn,Popcorn,"Legume vegetables, whole, cut, sliced, broken or in powder, whether or not containing added sugar or other sweetening matter or containing added sugar or other sweetening matter, but not containing added sugar or other sweetening matter",0,1,,
cz,375.0,Květák,Cauliflower,3310707050,cauliflower,Cauliflower,Cauliflower,Cauliflowers,1,,,
cz,376.0,Křen selský víceletý,Perennial horseradish,3310715060,horseradish,Perennial horseradish,Perennial horseradish,Chinese cabbages/pe-tsai,0,1,,
cz,377.0,Lilek vejcoplodý (baklažán),Eggplant (eggplant),3310712000,aubergine_eggplant,Eggplant (eggplant),Eggplant,Eggplants (eggplants),1,,,
cz,378.0,Mangold,Chard,3310719030,other_beta_vulgaris,Chard,Chard,Beet leaves (chard),1,,,
cz,379.0,Meloun cukrový,Muskmelon,3310702030,melon,Sugar melon,Sugar melon,Watermelon,0,1,,
cz,38.0,Máta peprná,Peppermint,3310612220,mints_peppermint,Peppermint,Peppermint,Peppermint,1,,,
cz,380.0,Meloun vodní,Watermelon,3310702050,watermelon,Watermelon,Watermelon,Watermelon,1,,,
cz,381.0,Mrkev krmná,Fodder Carrot,3310715020,carrots_daucus,Fodder carrot,Carrot forage,Carrots,1,,,
cz,382.0,Mrkev jedlá,Carrot,3310715020,carrots_daucus,Carrots are edible.,Edible carrots,Carrot,1,,,
cz,383.0,Okurka nakládačka,Gherkin,3310702010,cucumber_pickle,Gherkin,Pickled cucumber,Lamb's cucumber,0,1,,
cz,384.0,Okurka salátová,salad Cucumber,3310702010,cucumber_pickle,Cucumber salad,Salad cucumber,Cucumber,1,,,
cz,385.0,Paprika kořeninová,Allspice paprika,3310716010,bell_pepper_paprika,Allspice paprika,Paprika spice,Peppers,1,,,
cz,386.0,Paprika zeleninová,Vegetable paprika,3310716010,bell_pepper_paprika,Vegetable pepper,Vegetable paprika,Peppers,1,,,
cz,387.0,Pastinák,Parsnip,3310715030,parsnips,Parsnip,Parsnip,Parsnips,1,,,
cz,388.0,Pažitka,Chive,3310708010,chives,Chive,Chives,Chives,1,,,
cz,389.0,Petržel kořenová,Petroselinum,3310612270,parsley,Parsley root,Parsley root,Parsley root,1,,,
cz,39.0,Meduňka lékařská,Lemon balm,3310612200,lemon_balm_melissa,Lemon balm,Lemon balm,Watermelon,1,,,
cz,390.0,Petržel naťová,Parsley,3310612270,parsley,Parsley,Parsley leaves,"Cherimoyas (Cherimoyas, Cherimoyas, Cherimoyas, Cherimoyas, Cherimoyas, Cherimoyas, Cherimoyas, Cherimoyas, Cherimoyas, Cherimoyas, Cherimoyas, Cherimoyas, Cherimoyas, Cherimoyas, Cherimoyas, Cherimoyas, Cherimoyas and Cherimoyas)",0,1,,
cz,391.0,Pór jarní,Spring leek,3310708030,leek,Spring leek,Spring leek,Spring leek,1,,,
cz,392.0,Rajče determinantní,Tomato determinant,3310714000,tomato,Tomato determinant,Determinate tomato,Tomato determinant,1,,,
cz,393.0,Rajče indeterminantní,Tomato indeterminate,3310714000,tomato,Tomato indeterminate,Indeterminate tomato,Tomato indeterminant,1,,,
cz,394.0,Reveò,rhubarb,3310709000,rhubarb,Reveò,Reveò,Reveò,0,2,Reveň,3
cz,395.0,Ředkev setá černá,Black Spanish radish ,3310715040,radish,Radish sown black,Black radish,Radishes,0,1,,
cz,396.0,Ředkvička,Garden radish,3310715040,radish,Radish,Radish,Radishes,1,,,
cz,397.0,Řepa salátová,Beetroot,3310719020,mangelwurzel_beets,Beet salad,Salad beet,Beetroot,1,,,
cz,398.0,Řeřicha zahradní,Garden cress,3310718000,cress,Garden cress,Garden cress,Cress,1,,,
cz,399.0,Salát hlávkový,Head lettuce,3310717990,other_salads_lettuce_leaf_vegetables,Head lettuce,Lettuce salad,Cabbage lettuce (head lettuce),0,1,,
cz,4.0,Topinambur,Topinambur,3310705000,topinambur_jerusalem_artichoke,Jerusalem artichoke,Jerusalem artichoke,Jerusalem artichokes,1,,,
cz,400.0,Salát listový,coral lettuce,3310717990,other_salads_lettuce_leaf_vegetables,Leaf lettuce,Lettuce leaf salad,Lamb's lettuces/corn salads,0,1,,
cz,40005.0,Konopí - Bialobrzeskie,Hemp,3310610000,hemp_cannabis,Cannabis - Bialobrzeskie,Hemp - Bialobrzeskie,Cannabis - Bialobrzeskie,1,,,
cz,40008.0,Konopí - Carmagnola,Cannabis - Carmagnola,3310610000,hemp_cannabis,Hemp - Carmagnola,Cannabis - Carmagnola,Cannabis - Carmagnola,1,,,
cz,40019.0,Konopí - Fedora 17,Hemp,3310610000,hemp_cannabis,Cannabis - Fedora 17,Cannabis - Fedora 17,Cannabis - Fedora 17,1,,,
cz,40020.0,Konopí - Felina 32,Hemp,3310610000,hemp_cannabis,Cannabis - Felina 32,Hemp - Felina 32,Cannabis - Felina 32,1,,,
cz,40022.0,Konopí - Férimon,Cannabis - Férimon,3310610000,hemp_cannabis,Cannabis - Férimon,Cannabis - Férimon,Cannabis - Férimon,1,,,
cz,40026.0,Konopí - Finola,Hemp,3310610000,hemp_cannabis,Cannabis - Finola,Hemp - Finola,Cannabis - Finola,1,,,
cz,40027.0,Konopí - Futura 75,Hemp,3310610000,hemp_cannabis,Cannabis - Futura 75,Cannabis - Futura 75,Cannabis - Futura 75,1,,,
cz,40040.0,Konopí - Santhica 27,Hemp,3310610000,hemp_cannabis,Cannabis - Santhica 27,Hemp - Santhica 27,Cannabis - Santhica 27,1,,,
cz,40041.0,Konopí - Santhica 70,Hemp,3310610000,hemp_cannabis,Cannabis - Santhica 70,Hemp - Santhica 70,Cannabis - Santhica 70,1,,,
cz,40045.0,Konopí - Tiborszállási,Hemp,3310610000,hemp_cannabis,Hemp - Tiborszállási,Hemp - Tiborszállás,Cannabis - Tiborszállás,1,,,
cz,40047.0,Konopí - Tygra,Hemp,3310610000,hemp_cannabis,Cannabis - Tiger,Hemp - Tiger,Cannabis - Tiger,1,,,
cz,40049.0,Konopí - Uso-31,Hemp,3310610000,hemp_cannabis,Cannabis - Uso-31,Hemp - Uso-31,Cannabis - Uso-31,1,,,
cz,40053.0,Konopí - Rajan,Cannabis - Rajan,3310610000,hemp_cannabis,Cannabis - Rajan,Cannabis - Rajan,Cannabis - Rajan,1,,,
cz,40059.0,Bazalka vonná,basil,3310612070,basil,Fragrant basil,Vonnas Bazalka,Basil and edible flowers,0,1,,
cz,40061.0,Brutnák lékařský,Borage,3310612090,borage,Borage,Brutnac officinalis,Scarole (broad-leaf endive),0,1,,
cz,40074.0,Mateřídouška vejčitá,Broad-leaved thyme,3310612370,thyme,Ovate thyme,St. John's Wort,Owl's vetch,0,3,,1
cz,40082.0,Řepík vonný,fragrant agrimony,3319900000,other_arable_land_crops,Fragrant turnip,Burdock scented,Beetroot,0,3,,1
cz,40083.0,Saturejka horská,Winter savory,3310612990,other_aromatic_medicinal_culinary_plants_spices_herbs,Mountain savory,Mountain cattail,Mountain saturate,0,3,,1
cz,40086.0,Třapatka nachová,Echinacea,3310815000,echinacea,Purple coneflower,Purple newt,Okra/lady's fingers,0,3,"Old name, current name is Třapatkovka nachová",2
cz,40087.0,Třezalka skvrnitá x třezalka tečkovaná,St. John's wort,3310612340,st_johns_wort,St. John's wort x St. John's wort,St. John's wort x St. John's wort,St John' s wort,1,,,
cz,40089.0,Peluška ozimá,Fodder pea - winter type (Pisum sativum subsp. elatius ),3310201080,peas,The teddy bear is wintering,Winter pelushka,Litchis/lychees,0,3,,1
cz,40096.0,Laskavec zelenoklasý,Powell's amaranth,3310703010,amaranth,Green-eared grebe,Green Haired Weasel,Green-class sweet-bellied,0,3,,1
cz,401.0,Salát římský,Romaine lettuce,3310717990,other_salads_lettuce_leaf_vegetables,Romaine lettuce,Romaine lettuce,Roman salad,1,,,
cz,40105.0,Mužák prorostlý,Silphium perfoliatum,3310844000,silphium_rosinweeds,Overgrown man,Manly man,Mandarin,0,3,,1
cz,40112.0,Tykev (jinde neuvedená),Cucurbits (not elsewhere specified),3310702000,cucurbits,Pumpkin (not elsewhere specified),Pumpkin (not elsewhere specified),Gooseberries (not elsewhere specified),0,1,,
cz,40114.0,Směsi trav pro energetické využití,Grass mixtures for energy use,3320201000,poaceae_grasses,Grass mixtures for energy use,Mixtures of grasses for energy use,Mixtures of grasses for energy use,1,,,
cz,40117.0,Ředkev (jinde neuvedená),Radish (not elsewhere specified),3310715040,radish,Radish (not elsewhere specified),Radish (not elsewhere specified),Radishes (not elsewhere specified),1,,,
cz,40118.0,Vojtěškotravní směs s převahou vojtěšky,Alfalfa grass mixture with alfalfa predominance,3310202010,alfalfa_lucerne,Alfalfa-based mixture with a predominance of alfalfa,Alfalfa grass mixture with alfalfa predominance,Octopus mixed with alfalfa predominance,0,1,,
cz,40119.0,Čekanka hlávková,Chicory,3310717010,chicory_chicories,Chicory,Chicory lettuce,Witloof,0,1,,
cz,40130.0,Zelenina (EZ - příl. 4 NV 76/2015),Vegetables (EC - Annex 4 of Government Decree 76/2015),3310700000,fresh_vegetables,Vegetables (EC - Annex 4 of Government Decree 76/2015),Vegetables (EZ - Annex 4 of NV 76/2015),Vegetables (EZ - příl. 4 NV 76/2015),1,,,
cz,40136.0,Kozinec,Astragalus,3310299000,other_legumes,Kozinec,Kozinec,Kozinec,0,2,,1
cz,40138.0,Jestřabina (jinde neuvedená),Galega  (not elsewhere specified),3310202070,galega,Hawkweed (not elsewhere classified),Hawthorn (not listed elsewhere),Hawks (not elsewhere specified),0,3,,1
cz,40141.0,Tolice (jinde neuvedená),Medicago,3310202010,alfalfa_lucerne,Tolice (not elsewhere classified),Tolice (not elsewhere specified),Tolice (not elsewhere specified),0,2,,1
cz,40143.0,Směsi PVN (§ 18 a - t NV PP),Mixtures of Protein PVN (Section 18 a - t NV PP),3310200000,legumes,Mixtures of VAT (§ 18 a - t NV PP),VAT mixtures (§ 18 a - t NV PP),Mixtures of PVN (Section 18 a - t NV PP),0,1,,
cz,40144.0,Úhor,Fallow,3311100000,fallow_land_not_crop,Eel,Úhor,Eel,0,3,,1
cz,40149.0,Hořčice hnědá,Mustard brown,3310707010,mustard,Mustard brown,Brown mustard,Brown mustard,1,,,
cz,40150.0,Jílek mnohokvětý,italian ryegrass,3320201050,lolium_ryegrass,Cornflower,Clover multifloral,Cherimoyas,0,3,,1
