nuts,original_code,original_name,translated_name,hcat4_code,hcat4_name,g_tname,dpl_tname,opus_tname,translation_flag,type_error,Notes,Niche/uncommon name/spelling error/abbreviation
dk,58.0,Sorghum,Sorghum,3310116000,sorghum,Sorghum,Sorghum,Grain sorghum,1,,,
dk,95.0,Unknown,unknown,3390000000,not_known_and_other,Unknown,Unknown,Unknown,1,,,
dk,101.0,"Rajgræsfrø, alm.",Ryegrass seeds regular,3320201050,lolium_ryegrass,"Rye grass seed, common","Ryegrass seed, common","Ryegrass seed, alm.",1,,,
dk,102.0,"Rajgræsfrø, alm. 1. år, efterårsudlagt",Ryegrass seeds regular 1st year autumn undersown,3320201050,lolium_ryegrass,"Rye grass seed, common 1st year, autumn semester","Ryegrass seed, common, first-year, sown in the fall","Ryegrass seed, alm. 1st year, autumn period",1,,,
dk,103.0,"Rajgræsfrø, ital.",Ryegrass seeds italian,3320201050,lolium_ryegrass,"Rye grass seed, ital.","Ryegrass seed, Italian","Rajgrass seeds, ital.",1,,,
dk,104.0,"Rajgræsfrø, ital. 1. år efterårsudlagt",Ryegrass seeds Italian 1 year autumn undersown,3320201050,lolium_ryegrass,"Rye grass seed, ital. 1st year, put out in the autumn","Ryegrass seed, Italian variety, first-year fall-sown","Rajgrass seeds, ital. 1st year autumn period",1,,,
dk,105.0,Timothefrø,Timothy-grass seeds (Phleum pratense),3320201090,timothy,Timothy seeds,Timothy seeds,Timothy seed,1,,,
dk,106.0,Hundegræsfrø,Dactylis glomerata seeds,3320201030,cocksfoot_catgrass,Dog grass seed,Dog grass seeds,Peanuts/groundnuts,0,3,,1
dk,107.0,Engsvingelfrø,Meadow fescue seeds,3320201020,festuca_fescue,Fenugreek seeds,Meadow fescue seed,Meadow fescue seed,0,1,,
dk,108.0,Rødsvingelfrø,Red fescue seeds,3320201020,festuca_fescue,Fenugreek seeds,Red fescue seeds,Red fescue seed,0,1,,
dk,109.0,Rajsvingelfrø,X Festulolium seeds,3320201020,festuca_fescue,Rice fescue seeds,Rye grass seed,Raj fescue seed,0,3,,1
dk,110.0,"Svingelfrø, stivbladet",Festuca ovina var. Duriuscula seeds,3320201020,festuca_fescue,"Fenugreek seeds, stiff-leaved","Fescue seeds, stiff-leaved","Fungal seed, rigid leaf",0,3,,1
dk,111.0,Strandsvingelfrø,Festuca arundinacea seed,3320201020,festuca_fescue,Fenugreek seeds,Beach grass seeds,Beach fescue seed,0,3,,1
dk,112.0,Engrapgræsfrø (marktype),Poa Pratensis seed (ley type),3320209900,other_poaceae_grasses,Grass seed (field type),Couch grass seed (field type),Engrap grass seed (field type),0,3,,1
dk,113.0,Engrapsgræsfrø (plænetype),Poa Pratensis seed (turfgrass type),3320209900,other_poaceae_grasses,Grass seed (lawn type),Couch grass seed (lawn type),Engraps grass seed (type of lawn),0,3,,1
dk,114.0,Alm. rapgræsfrø,Poa trivialis seeds,3320209900,other_poaceae_grasses,General rapeseed,Common ryegrass seed,Alm. Rape grass seed,0,3,,1
dk,115.0,"Hvenefrø, alm. og krybende",Agrostis stolonifera,3320209900,other_poaceae_grasses,"Buckwheat seed, common and crawling",Common and creeping wheatgrass,"Whale seed, alm. and creeping",0,3,,1
dk,116.0,"Rajgræs, hybrid",Ryegrass hybrid,3320201050,lolium_ryegrass,"Rye grass, hybrid","Ryegrass, hybrid",Rajgrass hybrid,1,,,
dk,117.0,"Rajgræs, efterårsudl. hybrid",Ryegrass autumn undersown hybrid,3320201050,lolium_ryegrass,"Rye grass, autumn release hybrid","Ryegrass, fall-sown hybrid","Rajgrass, autumn meal. hybrid",1,,,
dk,118.0,"Rajsvingelfrø, efterårsudlagt",X Festulolium seeds autumn undersown,3320201020,festuca_fescue,"Rice fescue seeds, sown in autumn","Rye grass seed, sown in the fall","Raj fescue seed, autumn seed",0,3,,1
dk,120.0,Kløverfrø,Clover seeds,3310202030,clover,Clover seed,Clover seeds,Clover seed,1,,,
dk,121.0,Græsmarksbælgplanter,Grassland legumes,3320000000,grassland_grass,Grassland legumes,Grassland legumes,Grass legumes,1,,,
dk,122.0,Kommenfrø,Caraway seeds,3310612110,caraway,Caraway seeds,Flaxseed,"Cultivated fungi, whether or not ground or in the form of pellets, whether or not ground or in the form of pellets",0,3,,1
dk,123.0,Valmuefrø,Poppy seeds,3310606000,poppy,Poppy seeds,Poppy seeds,Poppy seed,1,,,
dk,124.0,Spinatfrø,Spinach seeds,3310717070,spinach,Spinach seeds,Spinach seeds,Spinach seed,1,,,
dk,125.0,Bederoefrø,Beetroot seeds,3310719020,mangelwurzel_beets,Beetroot seeds,Bederoe seeds,Peanuts/groundnuts,0,3,,1
dk,126.0,Blanding af markfrø til udsæd,Mixture of field seeds for sowing,3310000000,arable_crops,Mixture of field seeds for sowing,Mixture of field seeds for sowing,Mixing of field seed for sowing,1,,,
dk,130.0,Unknown,unknown,3390000000,not_known_and_other,Unknown,Unknown,Unknown,1,,,
dk,149.0,"Kartofler, lægge- (certificerede)",Seed Potatoes (certified),3310300000,potatoes,"Potatoes, laying (certified)","Potatoes, seed (certified)","Potatoes, seed (certified)",0,1,,
dk,150.0,"Kartofler, lægge- (egen opformering)",Seed potatoes (own propagation),3310300000,potatoes,"Potatoes, laying (own propagation)","Potatoes, seed (self-propagated)","Potatoes, seedlings- (own propagation)",0,1,,
dk,151.0,Stivelseskartofler,Starch potatoes,3310300000,potatoes,Starch potatoes,Starchy potatoes,Starch potatoes,1,,,
dk,152.0,"Kartofler, spise- (pakkeri, vejsalg)","Potatoes, eating- (packaging, roadside sales)",3310300000,potatoes,"Potatoes, edible (packing, road sales)","Potatoes, for consumption (packing, roadside sales)","Potatoes, eating- (packing, road selling)",1,,,
dk,153.0,"Kartofler, andre",Potatoes others,3310300000,potatoes,"Potatoes, others","Potatoes, other","Potatoes, other",1,,,
dk,154.0,"Kartofler, spise- (proces, skrællet kogte)","Potatoes, edible (process, peeled boiled)",3310300000,potatoes,"Potatoes, edible (process, peeled cooked)","Potatoes, table (processed, peeled and cooked)","Potatoes, edible (process, peeled, cooked)",1,,,
dk,155.0,"Kartofler, pulver/granules-","Potatoes, powder/granules.",3310300000,potatoes,"Potatoes, powder/granules","Potatoes, powder/granules-","Potatoes, powder/granule",1,,,
dk,156.0,"Kartofler, friteret/chips/pommes frites","Potatoes, fried/chips/french fries",3310300000,potatoes,"Potatoes, fried/chips/French fries","Potatoes, fried/chips/french fries","Potatoes, fried/chips/fries",1,,,
dk,157.0,"Kartofler, spise- tidligt høstede med efterafgrøder","Potatoes, eating- Early harvested potatoes with aftercrops.",3310300000,potatoes,"Potatoes, edible - early harvested with subsequent crops","Potatoes, early-harvested for consumption with catch crops","Potatoes, eaten- early harvested with catch crops",1,,,
dk,160.0,Sukkerroer til fabrik,Sugar beet for factory,3310719010,sugar_beet,Sugar beet for factory,Sugar beets for the factory,Sugar beet at factory,1,,,
dk,161.0,Cikorierødder,Chicory root,3310717010,chicory_chicories,Chicory roots,Chicory roots,Carobs/Saint John's breads,0,1,,
dk,162.0,"Andre industriafgr., herunder rodfrugter","Industrial crops, including root vegetables.",3310000000,arable_crops,"Other industrial sectors, including root vegetables","Other industrial crops, including root vegetables","Other industrial crops, including roots and tubers",1,,,
dk,170.0,Græs/kløvergr. til fabrik (omdrift),Grass/clover for factory (recycling),3320000000,grassland_grass,Grass/clover gr. to factory (circulation),Grass/clover pasture for processing (rotation),Grass/clover gherkins to factory (rotation),0,1,,
dk,171.0,Lucerne slæt + eget foder,Alfalfa hay + self-produced feed.,3310202010,alfalfa_lucerne,Lucerne plain + own feed,Alfalfa hay + home-grown feed,Lucerne rash + own feed,0,1,,
dk,172.0,"Lucernegræs, over 25% græs til slæt inkl. eget foder",Lucerne grass over 25% grass for mowing incl. own feed,3310202010,alfalfa_lucerne,"Lucerne grass, over 25% grass for slough incl. own feed","Alfalfa grass, over 25% grass for hay, including self-produced forage","Lucerne grass, more than 25% grass for grass incl. own feed;",1,,,
dk,173.0,Kløver til slæt.,Clover for mowing,3310202030,clover,Clover for the plain.,Clover for hay.,Clover to the rash.,0,1,,
dk,174.0,Kløvergræs til fabrik,Clover grass for factory,3310202030,clover,Clover grass for factory,Clover grass for the factory,Clover grass for factory,1,,,
dk,180.0,Gul sennep,White mustard,3310707010,mustard,Yellow mustard,Yellow mustard,Yellow mustard,1,,,
dk,181.0,Anden oliefrøart,Other oilseed crop,3310604000,oilseed_crops,Other oilseed species,Another type of oilseed,Other oil seeds,1,,,
dk,182.0,Blanding af oliearter,Mixture of oil species,3310604000,oilseed_crops,Blend of oils,Blend of oils,Mixing of oils,1,,,
dk,200.0,Fragået mark,Fallow land,3370000000,unmaintained,Departed field,Uncultivated field,Deferred field,0,1,,
dk,201.0,Sammenlagt mark,Combined field,3310000000,arable_crops,Total field,Total land area,Total field,0,2,,1
dk,202.0,"fragået mark, prod.skifte","abandoned land, product change",3370000000,unmaintained,"left field, prod. change","fallow land, crop rotation","Abandoned Mark, Prod.Change",0,1,,
dk,210.0,"Vårbyg, helsæd",Spring barley wholecrop,3310104002,spring_barley,"Spring barley, whole seed","Spring barley, whole grain","Spring barley, whole sperm",0,2,,1
dk,211.0,"Vårhvede, helsæd",Spring wheat wholecrop,3310101002,spring_common_soft_wheat,"Spring wheat, whole grain","Spring wheat, whole grain","Lamb's wheat, whole sperm",0,2,,1
dk,212.0,"Vårhavre, helsæd",Spring oats wholecrop,3310105002,spring_oats,"Spring oats, whole seed","Spring oats, whole grain","Spring orchard, whole sperm",0,2,,1
dk,213.0,"Blandkorn, vårsået, helsæd",Mixed cereal spring sown wholecrop,3310111002,spring_mixed_grains,"Mixed grain, spring-sown, whole-seeded","Mixed grain, spring-sown, whole grain","Mixed grains, springed, whole grains",0,2,,1
dk,214.0,"Korn/bælgsæd, helsæd, max 50% bælgsæd","Grain/legume, wholecrop, max 50% legumes",3310100000,cereal,"Grain/legume, whole grain, max 50% legume","Grains/legumes, whole grains, max. 50% legumes","Cereals/legume seed, whole semen, max 50%",0,2,,1
dk,215.0,Ærtehelsæd,Pea wholecrop,3310201080,peas,Whole pea seed,Pea seeds,"Vinegar and substitutes therefor prepared or preserved otherwise than by vinegar or acetic acid, in immediate packings of a net content not exceeding 1 kg",0,1,,
dk,216.0,Silomajs,Silo maize,3310106000,maize_corn_popcorn,Silage corn,Silage corn,Silo-maize,1,,,
dk,217.0,"Korn og bælgsæd, helsæd (over 50 % bælgsæd)","Grain and grain legumes, whole grain (over 50% grain legumes)",3310200000,legumes,"Cereals and legumes, whole grains (over 50% legumes)","Cereals and legumes, mixed grain (more than 50% legumes)","Cereals and grain legumes, whole semen (more than 50 per cent of grain legumes)",0,2,,1
dk,218.0,Silomajs med græsudlæg,Silo maize with grass undersowing,3310106000,maize_corn_popcorn,Silage maize with grass cover,Silage corn with grass cover crop,Grain maize (corn) with grass seed,1,,,
dk,220.0,"Vinterbyg, helsæd",Winter barley wholecrop,3310104001,winter_barley,"Winter barley, whole seed","Winter barley, whole grain","Winter barley, whole sperm",0,2,,1
dk,221.0,"Vinterhvede, helsæd",Winter wheat wholecrop,3310101001,winter_common_soft_wheat,"Winter wheat, whole grain","Winter wheat, whole grain","Winter wheat, whole sperm",0,2,,1
dk,222.0,"Vinterrug, helsæd",Winter rye wholecrop,3310103001,winter_rye,"Winter rye, whole grain","Winter rye, whole grain","Winter trough, whole sperm",0,3,,1
dk,223.0,"Vintertriticale, helsæd",Winter triticale wholecrop,3310108001,winter_triticale,"Winter triticale, whole seed","Winter triticale, whole grain","Winter triticale, whole sperm",0,2,,1
dk,224.0,"Blandkorn, efterårssået helsæd","Mixed cereals, autumn-sown wholecrop",3310198001,winter_unspecified_cereals,"Mixed grain, autumn-sown whole seed","Mixed grain, fall-sown whole grain","Mixed grains, autumn sown whole seeds",0,2,,1
dk,225.0,Unknown,unknown,3390000000,not_known_and_other,Unknown,Unknown,Unknown,1,,,
dk,230.0,"Vårkorn, grønkorn","Spring cereals, green grains",3310198002,spring_unspecified_cereals,"Spring grain, green grain","Spring grain, green grain","Spring grain, green grain",1,,,
dk,234.0,"Korn/bælgsæd, grønkorn, max 50% bælgsæd","Grain and grain legumes, green grain, max 50% grain legumes",3310100000,cereal,"Cereal/legume seed, green grain, max 50% legume seed","Grains/legumes, green grains, max 50% legumes","Cereals/legume seed, green grain, max. 50% pulsed seed",1,,,
dk,235.0,"Vinterkorn, grønkorn","Winter cereals, green grains",3310198001,winter_unspecified_cereals,"Winter grains, green grains","Winter grain, spring grain","Winter grain, green grain",1,,,
dk,236.0,"Græs med kløver/lucerne, under 50 % bælgpl. (omdrift) efterårsudlagt i vinterkorn til grønkorn","Grass with clover/lucerne, less than 50% legume content (regrowth) autumn-sown in winter wheat for green grain.",3320000000,grassland_grass,"Grass with clover/alfalfa, less than 50% legumes. (rotation) autumn laid out in winter grain for green grain","Grass with clover/alfalfa, less than 50% legumes (rotation), sown in the fall for winter grain to be harvested as green grain","Grass with clover/lucerne, less than 50 per cent podpl. (rotation) autumn seeded in winter grain for green grain",1,,,
dk,237.0,"Græs med kløver/lucerne, over 50 % bælgpl. (omdrift) efterårsudlagt i vinterkorn til grønkorn","Grass with clover/lucerne, over 50% legume content (rotation) autumn-sown in winter wheat for green grain.",3310201020,peanuts,"Grass with clover/alfalfa, over 50% legumes. (rotation) autumn laid out in winter grain for green grain","Grass with clover/alfalfa, over 50% legumes (rotation), sown in the fall for winter grain and green grain","Grass with clover/lucerne, more than 50 per cent podpl. (rotation) autumn seeded in winter grain for green grain",1,,,
dk,247.0,"Miljøgræs MVJ-tilsagn (0 N), omdrift",Environmental grass AECM scheme 2 rotation,3320200000,temporary_grassland,"Miljøgræs MVJ commitment (0 N), turnover","Environmental Grass MVJ Commitment (0 N), rotation","Environmental grass MVJ commitments (0 N), rotation",0,1,,
dk,248.0,Permanent græs ved vandboring,Permanent grass by water borehole,3320100000,permanent_grassland,Permanent grass when drilling water,Permanent grass near a water well,Permanent grass when drilling for water,0,2,,1
dk,249.0,Udnyttet græs ved vandboring,Utilized grass next to water borehole,3320000000,grassland_grass,Used grass for water drilling,Grass used in water drilling,Grass used for water drilling,0,2,,1
dk,250.0,"Permanent græs, meget lavt udbytte",Permanent grass very low yield,3320100000,permanent_grassland,"Permanent grass, very low yield","Permanent grass, very low yield","Permanent grass, very low yield",1,,,
dk,251.0,"Permanent græs, lavt udbytte",Permanent grass low yield,3320100000,permanent_grassland,"Permanent grass, low yield","Permanent grass, low yield","Permanent grass, low yield",1,,,
dk,252.0,"Permanent græs, normalt udbytte",Permanent grass standard yield,3320100000,permanent_grassland,"Permanent grass, normal yield","Permanent pasture, normal yield","Permanent grass, normal yield",1,,,
dk,253.0,"Miljøgræs MVJ-tilsagn (80 N), omdrift",Environmental grass MVJ commitment (80 N) rotation,3320201000,poaceae_grasses,"Miljøgræs MVJ commitment (80 N), rotation","MVJ environmental grass commitment (80 N), rotation","Environmental grass MVJ commitments (80 N), rotation",0,1,,
dk,254.0,"Miljøgræs MVJ-tilsagn (0 N), permanent",Environmental grass MVJ commitment (0 N) permanent,3320100000,permanent_grassland,"Miljøgræs MVJ commitment (0 N), permanent","Environmental Grass MVJ Commitment (0 N), permanent","Environmental grass MVJ commitments (0 N), permanent",0,1,,
dk,255.0,"Permanent græs, under 50% kløver/lucerne",Permanent grass less than 50% clover / alfalfa,3320100000,permanent_grassland,"Permanent grass, less than 50% clover/alfalfa","Permanent pasture, less than 50% clover/alfalfa","Permanent grass, less than 50% clover/lucerne",1,,,
dk,256.0,"Permanent kløvergræs, over 50% kløver/lucerne",Permanent clover grass over 50% clover / alfalfa0,3310202030,clover,"Permanent clover grass, over 50% clover/alfalfa","Perennial clover grass, over 50% clover/alfalfa","Permanent clover grass, more than 50% clover/lucerne",1,,,
dk,257.0,Permanent græs uden kløver,Permanent grass without clover,3320100000,permanent_grassland,Permanent grass without clover,Permanent grass without clover,Permanent grass without clover,1,,,
dk,258.0,"Permanent græs, ø-støtte","Permanent grass, island support",3320100000,permanent_grassland,"Permanent grass, island support","Permanent grassland, island subsidy","Permanent grass, island support",1,,,
dk,259.0,"Permanent græs, fabrik, over 6 tons",Permanent grass factory over 6 tons,3320100000,permanent_grassland,"Permanent grass, factory, over 6 tons","Permanent pasture, farm, over 6 tons","Permanent grass, factory, more than 6 tonnes",1,,,
dk,260.0,"Kløvergræs, under 50 % kløver (omdrift)","Clover grass, less than 50% clover (rotational).",3320200000,temporary_grassland,"Clover grass, less than 50% clover (rotation)","Clover grass, less than 50% clover (rotation)","Clover grass, less than 50 per cent clover (rotation)",1,,,
dk,261.0,"Kløvergræs, over 50% kløver (omdrift)",Clover grass over 50% clover (rotation),3310202030,clover,"Clover grass, over 50% clover (rotation)","Clover grass, over 50% clover (rotation)","Clover grass, more than 50% clover (rotation)",1,,,
dk,262.0,"Lucerne, lucernegræs, over 50% lucerne (omdrift)","Alfalfa, alfalfa grass, over 50% alfalfa (rotation).",3310202010,alfalfa_lucerne,"Alfalfa, alfalfa grass, over 50% alfalfa (rotation)","Alfalfa, alfalfa grass, over 50% alfalfa (rotation)","Lucerne, lucerne grass, more than 50% lucerne (rotation)",1,,,
dk,263.0,Græs uden kløvergræs (omdrift),Grass without clover grass (rotation),3320201000,poaceae_grasses,Grass without clover (rotation),Grassland without clover (rotation),Grass without clover grass (rotation),1,,,
dk,264.0,"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)",Grass and clover grass without norm below 50% clover (rotation),3320200000,temporary_grassland,"Grass and clover without norm, less than 50% clover (rotation)","Grass and clover grass without a standard, less than 50% clover (rotation)","Grass and clover grass without standard, less than 50% clover (rotation)",1,,,
dk,265.0,"Græs, slæt før vårsået afgrøde","Grass, smooth before spring-sown crop.",3320000000,grassland_grass,"Grass, plain before the spring-sown crop","Grass, mow before the spring crop is sown","Grass, roughness before spring sown crop",0,1,,
dk,266.0,"Græs under 50% kløver/lucerne, ekstremt lavt udbytte (omdrift)",Grass below 50% clover / alfalfa extremely low yield (rotation),3320200000,temporary_grassland,"Grass below 50% clover/alfalfa, extremely low yield (rotation)","Pasture with less than 50% clover/alfalfa, extremely low yield (rotation)","Grass less than 50% clover/lucerne, extremely low yield (rotation)",1,,,
dk,267.0,"Græs  under 50% kløver, meget lavt udbytte","Grass under 50% clover, very low yield.",3320000000,grassland_grass,"Grass under 50% clover, very low yield","Grass with less than 50% clover, very low yield","Grass less than 50% clover, very low yield",1,,,
dk,268.0,"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)",Grass below 50% clover / alfalfa low yield (rotation),3320200000,temporary_grassland,"Grass below 50% clover/alfalfa, low yield (rotation)","Pasture with less than 50% clover/alfalfa, low yield (rotation)","Grass less than 50% clover/lucerne, low yield (rotation)",1,,,
dk,269.0,"Græs, rullegræs (omdrift)","Grass, roll grass (regrowth)",3320201070,sod_turf,"Grass, rolled grass (rotation)","Grass, rolled sod (rotational use)","Grass, rolling grass (rotation)",1,,,
dk,270.0,"Græs til udegrise, omdrift",Grass for freerange pigs rotation,3320201000,poaceae_grasses,"Grass for outdoor pigs, turnover","Grass for outdoor pigs, rotational grazing","Non-pig grass, rotation",0,1,,
dk,271.0,"Rekreative formål, arealer til","Recreational purposes, areas for",3390000000,not_known_and_other,"Recreational purposes, areas for","Recreational purposes, areas for","Recreational purposes, land for",1,,,
dk,272.0,Permanent græs til fabrik,Permanent grass for factory,3320100000,permanent_grassland,Permanent grass for factory,Permanent grass for a factory,Permanent grass to factory,1,,,
dk,273.0,Permanent lucerne til fabrik,Permanent alfalfa for factory.,3310202010,alfalfa_lucerne,Permanent alfalfa for factory,Permanent alfalfa for industrial use,Permanent lucerne to factory,1,,,
dk,274.0,"Permanent lucerne over 25% græs, til fabrik","Permanent alfalfa over 25% grass, for factory.",3310202010,alfalfa_lucerne,"Permanent alfalfa over 25% grass, for factory","Permanent alfalfa with more than 25% grass, for processing","Permanent lucerne more than 25% grass, to factory",1,,,
dk,275.0,"Rullegræs, perm. græs","Rolled grass, permanent grass",3320201070,sod_turf,"Rolling grass, perm. grass","Turf rolls, permanent turf","Rollergrass, perm. grass",0,1,,
dk,276.0,"Permanent græs og kløvergræs uden norm, under 50 % kløver",Permanent grass and clover grass without norm below 50% clover,3320100000,permanent_grassland,"Permanent grass and clover grass without norm, less than 50% clover","Permanent grass and clover grass without a standard, containing less than 50% clover","Permanent grass and clover grass without standard, less than 50% clover",1,,,
dk,277.0,Permanent kløver til fabrik,Permanent clover for factory.,3310202030,clover,Permanent clover for factory,Permanent clover for the factory,Permanent clover for factory,1,,,
dk,278.0,Permanent lucerne og lucernegræs over 50% lucerne,Permanent alfalfa and alfalfa grass over 50% alfalfa.,3310202010,alfalfa_lucerne,Permanent alfalfa and alfalfa grass over 50% alfalfa,Permanent alfalfa and alfalfa-grass mixtures containing more than 50% alfalfa,Permanent lucerne and lucerne grass more than 50% lucerne,1,,,
dk,279.0,Permanent kløvergræs til fabrik,Permanent clover grass for factory,3310202030,clover,Permanent clover grass for factory,Permanent clover grass for industrial use,Permanent clover grass for factory,1,,,
dk,280.0,Fodersukkerroer,Sugar beet for fodder,3310719020,mangelwurzel_beets,Fodder sugar beet,Sugar beets for animal feed,Fodder sugar beet,1,,,
dk,281.0,Kålroer,Swedes,3310715070,swede_rutabaga,Turnips,Turnips,Swedes,0,1,,
dk,282.0,Fodermarvkål,Marrow stem kale,3310707090,kale,Fodder marrow cabbage,Feed cabbage,Basil and edible flowers,0,1,,
dk,283.0,Fodergulerødder,Fodder carrots,3310715020,carrots_daucus,Fodder carrots,Feed carrots,Carobs/Saint John's breads,0,1,,
