nuts,original_code,original_name,translated_name,hcat4_code,hcat4_name,g_tname,dpl_tname,opus_tname,translation_flag,type_error,Notes,Niche/uncommon name/spelling error/abbreviation
sk,10016.0,Cesnak (jarný),Garlic (spring),3310708020,garlic,Garlic (spring),Garlic (spring),Garlic (spring),1,,,
sk,10017.0,Cesnak (zimný),Garlic (winter),3310708020,garlic,Garlic (winter),Garlic (winter),Garlic (Winter),1,,,
sk,10018.0,Chmeľ obyčajný,Common hops,3310602000,hops,Common hops,Common hop,Hops,1,,,
sk,10019.0,Cibuľa,Onion,3310708040,onions,Onion,Onion,Onions,1,,,
sk,10020.0,Cibuľa (jarná),Onion (spring),3310708040,onions,Onion (spring),Onions (spring),Onions (Silverskin onions),1,,,
sk,10021.0,Cibuľa (zimná),Onion (winter),3310708040,onions,Onion (winter),Onions (winter),Onions (Winter),1,,,
sk,10022.0,Cirok,Sorghum,3310116000,sorghum,Sorghum,Sorghum,Sorghum,1,,,
sk,10023.0,Cirok s podsevom,Sorghum with underseeding,3310116000,sorghum,Sorghum with underseeding,Sorghum with undersown crops,Common millet/proso millet,0,1,,
sk,10024.0,Cirok sudánsky,Sudan sorghum,3310116000,sorghum,Sudanese sorghum,Sudan grass,Sudan sorghum,1,,,
sk,10025.0,Cuketa,Zucchini,3310702060,zucchini_courgette,Zucchini,Zucchini,Courgettes,1,,,
sk,10026.0,Cícer,Chickpeas,3310201040,chickpeas,Chickpeas,Chickpea,Chickpeas,1,,,
sk,10027.0,Cícer baraní,Chickpeas,3310201040,chickpeas,Mutton chickpeas,Chickpea,Chickpeas (garbanzos),1,,,
sk,10028.0,Drieň obyčajný,Common dogwood,3360400000,dogwood_cornus,Common dogwood,Common dogwood,Red ling,0,1,,
sk,10029.0,Dula,Quince (Cydonia),3330115000,quinces,Doula,Game,Quinces,0,1,,
sk,10030.0,Dyňa,Pumpkin,3310702040,pumpkin_squash_gourd,Pumpkin,Dayna,Watermelon (Lolium perenne L.) (Lolium perenne L.) (Lolium perenne L.) (Lolium perenne L.) (Lolium perenne L.) (Lolium perenne L.) (Lolium perenne L.) (Lolium perenne L.) (Lolium perenne L.) (Lolium perenne L.) (Lolium perenne L.) (Lolium perenne L.) (Lolium perenne L.) (Lolium perenne L.) (Lolium perenne L.) (Lolium perenne L.) (Lolium perenne L.) (Lolium perenne L.),0,1,,
sk,10031.0,Dyňa červená,Watermelon,3310702050,watermelon,Red pumpkin,Red pumpkin,Watermelons,0,1,,
sk,10032.0,Dúška tymiánová ( tymián),thyme,3310612370,thyme,A sprig of thyme (thyme),Thyme (thyme),Thyme (Thyme),1,,,
sk,10033.0,Echinacea purpurová,Echinacea purple,3310815000,echinacea,Echinacea purple,Purple coneflower,Purple echinacea,1,,,
sk,10034.0,Egreš obyčajný,Common gooseberry,3330206030,gooseberry_gooseberries,Common gooseberry,Gooseberry,"Gooseberries (green, red and yellow)",1,,,
sk,10035.0,Facélia vratičolistá,Phacelia wobbly-leaved,3311300000,phacelia,Phacelia pinnate,Phacelia tanacetifolia,Red-fronted macaw,0,1,,
sk,10036.0,Fazuľa mesiacovitá,Lima bean,3310201010,beans,Moon beans,Moon bean,Cresses and other sprouts and shoots,0,1,,
sk,10037.0,Fazuľa obyčajná,Common beans,3310201010,beans,Common beans,Common bean,Beans,1,,,
sk,10038.0,Fazuľa ostrolistá,Broad beans,3310201010,beans,Broad beans,Prickly bean,Tarragon (Hyssop),0,1,,
sk,10039.0,Fazuľa záhradná (obyčajná),Garden beans (common),3310201010,beans,Garden beans (common),Garden bean (common),Peas (without pods),0,1,,
sk,10040.0,Fazuľa šarlátová,Scarlet beans,3310201010,beans,Scarlet beans,Scarlet runner bean,Scarlet beans,1,,,
sk,10041.0,Fenikel obyčajný,Fennel,3310704000,fennel,Common fennel,Common fennel,Fennel,1,,,
sk,10042.0,Gaštan jedlý,Edible chestnut,3330305000,sweet_chestnuts,Edible chestnut,Edible chestnut,Chestnuts,1,,,
sk,10043.0,Horské kosné lúky (typ C),Mountain mowing meadows (type C),3320100000,permanent_grassland,Mountain meadows (type C),Mountain hay meadows (type C),mountain meadows (type c),1,,,
sk,10044.0,Horčica biela,White mustard,3310707010,mustard,White mustard,White mustard,White mustard,1,,,
sk,10045.0,Hrab obyčajný,Common hornbeam,3369900000,other_tree_wood_forest,Common hornbeam,Common hornbeam,Red-crowned scabbardfish,0,1,,
sk,10046.0,Hrach siaty,Peas,3310201080,peas,Peas sown,Pea,"Peas (Chickpeas, field peas, chickling vetch)",1,,,
sk,10047.0,Hrach siaty (peluška),Peas (peas),3310201080,peas,Sown peas,Pea (pea pod),Peas (Pigs/peel),1,,,
sk,10048.0,Hrach siaty kŕmny,Feed peas,3310201080,peas,Peas sown fodder,Field peas for feed,Fodder peas,1,,,
sk,10049.0,Hrach siaty pravý stržňový,Peas sown,3310201080,peas,Peas sown right field,True field pea,Tarragon pea (Hippoglossus hippoglossus),0,1,,
sk,10050.0,Hrachor siaty,Peas,3310201080,peas,Sown peas,Sweet pea,"Peas (Chickpeas, field peas, chickling vetch)",1,,,
sk,10051.0,Hruška obyčajná,Common pear,3330112000,pears,Common pear,Common pear,"Peel of the genus Agaricus, other than that of the genus Agaricus or of the genus Agaricus or of the genus Agaricus or of the genus Agaricus or of the genus Agaricus or of the genus Agaricus or of the genus Agaricus or of the genus Agaricus or of the genus Agaricus or of the genus Agaricus or of the genus Agaricus or of the genus Agaricus or of the genus Agaricus or of the genus Agaricus or of the genus Agaricus or of the genus Agaricus or of the genus Agaricus or of the genus Agaricus or of the genus Agaricus or of the genus Agaricus or of the genus Agaricus or of the genus Agaricus or of the genus Agaricus or of the genus Agaricus or of the genus Agaricus",0,1,,
sk,10052.0,Jabloň domáca,Domestic apple tree,3330102000,apples,Domestic apple tree,Domestic apple tree,Crested macaw,0,1,,
sk,10053.0,Jahody,Strawberries,3310701000,strawberries,Strawberries,Strawberries,Strawberries,1,,,
sk,10054.0,Jarabina vtáčia,rowan,3330213000,rowan_rowanberries,Jarabina birds,Bird cherry,Lamb's lettuces/corn salads,0,1,,
sk,10055.0,Jarabina čierna,black chokeberry,3330201000,aronia_chokeberries,Black rowan,Black rowan,Jambuls/jambolans,0,1,,
sk,10056.0,Jarabina čierna (Arónia čiernoplodá),black chokeberry,3330201000,aronia_chokeberries,Black rowan (Aronia černoploda),Black chokeberry (Aronia melanocarpa),Jambuls/jambolans,0,1,,
sk,10057.0,Jaseň štíhly,Slender ash tree,3369900000,other_tree_wood_forest,Ash slender,Slender ash,Litchis/lychees,0,1,,
sk,10058.0,Jačmeň jarný,Spring barley,3310104002,spring_barley,Spring barley,Spring barley,Spring barley,1,,,
sk,10059.0,Jačmeň ozimný,Winter barley,3310104001,winter_barley,Winter barley,Winter barley,Winter barley,1,,,
sk,10060.0,Jelša sivá,Gray alder,3360300000,birch,Gray alder,Grey alder,Grey deer,0,1,,
sk,10061.0,Kaleráb,Kohlrabi,3310707100,kohlrabi,Kohlrabi,Kohlrabi,Kohlrabi,1,,,
sk,10062.0,Kaleráb (neskorý),Kohlrabi (German turnip) (late),3310707100,kohlrabi,Kohlrabi (late),Kohlrabi (late),Kohlrabi,1,,,
sk,10063.0,Kaleráb (skorý),Kohlrabi (German turnip) (early),3310707100,kohlrabi,Kohlrabi (early),Kohlrabi (early),Kohlrabi,1,,,
sk,10064.0,Kapucínka väčšia,Nasturtium,3310612240,nasturtiums,Capuchin bigger,Greater hooded crow,Carobs/Saint John's breads,0,1,,
sk,10065.0,Kapusta,Cabbage,3310707130,white_cabbage,Cabbage,Cabbage,Chinese cabbages/pe-tsai,0,1,,
sk,10066.0,Kapusta hlávková,Cabbage,3310707130,white_cabbage,Cabbage,Cabbage,Head cabbage,1,,,
sk,10067.0,Kapusta repková kvaková (kvaka),Rutabaga,3310715070,swede_rutabaga,Cabbage canola quack (quack),Rapeseed cabbage (kvaka),Swedes/rutabagas,0,1,,
sk,10068.0,Kapusta repková pravá - jarná,Rapeseed - spring,3310604012,spring_rapeseed_rape,True rapeseed cabbage - spring,True rapeseed - spring,Spring onions/green onions and Welsh onions,0,1,,
sk,10069.0,Kapusta repková pravá - ozimná,Rapeseed - winter,3310604011,winter_rapeseed_rape,True rapeseed cabbage - winter,True rapeseed - winter,Spring onions/green onions and Welsh onions,0,1,,
sk,10070.0,Kapusta sitinová,Brassica juncea,3310707010,mustard,White cabbage,Sitin cabbage,Chinese cabbages/pe-tsai,0,1,,
sk,10071.0,Kapusta čínska,Chinese cabbage,3310707060,chinese_cabbage,Chinese cabbage,Chinese cabbage,Chinese cabbage,1,,,
sk,10072.0,Karfiol,Cauliflower,3310707050,cauliflower,Cauliflower,Cauliflower,Cauliflower,1,,,
sk,10073.0,Karotka,Carrot,3310715020,carrots_daucus,Carrot,Karotka,Carrot,0,1,,
sk,10074.0,Kel,Brassica oleracea,3310707990,other_brassicaceae_cruciferae,Cel,Kel,Chinese cabbages/pe-tsai,0,3,Either kale or old word for anything under Brassica oleracea,2
sk,10075.0,Kel hlávkový,Savoy cabbage,3310707120,savoy_cabbage,Kale head,Kale,Chinese cabbages/pe-tsai,0,1,,
sk,10076.0,Konopa siata,Cannabis seed,3310610000,hemp_cannabis,Hemp sown,Hemp,Hemp,1,,,
sk,10077.0,Koreninové rastliny (ostatné),Spices (other),3310612000,aromatic_medicinal_culinary_plants_spices_herbs,Herbs (other),Spice plants (other),Spices (other),1,,,
sk,10078.0,Koreňová zelenina (ostatná),Root vegetables (other),3310715000,root_vegetables,Root vegetables (other),Root vegetables (other),Root vegetables (other),1,,,
sk,10079.0,Koriander siaty,Coriander,3310612150,coriander,Coriander sown,Coriander,Allspice/pimento,0,1,,
sk,10080.0,Kukurica,Sweet corn,3310106000,maize_corn_popcorn,Corn,Corn,Maize,1,,,
sk,10081.0,Kukurica cukrová,Sweet corn,3310106000,maize_corn_popcorn,Sweet corn,Sweet corn,Sweet corn,1,,,
sk,10082.0,Kukurica na siláž,Corn for silage,3310106000,maize_corn_popcorn,Maize for silage,Corn for silage,Silage maize,1,,,
sk,10083.0,Kukurica na siláž s podsevom,Maize for silage with undersowing,3310106000,maize_corn_popcorn,Maize for silage with undersowing,Silage corn with undersowing,Maize for silage with undersown,1,,,
sk,10084.0,Kukurica na zeleno,Corn on the green,3310106000,maize_corn_popcorn,Corn on the green,Green corn,Green maize,1,,,
sk,10085.0,Kukurica na zeleno s podsevom,Corn for green silage with undersowing,3310106000,maize_corn_popcorn,Corn on the green with undersowing,Green corn with undersowing,Green maize with undersown,1,,,
sk,10086.0,Kukurica osivová,Seed corn,3310106000,maize_corn_popcorn,Seed corn,Seed corn,Maize (corn),0,1,,
sk,10087.0,Kukurica pukancová,Popcorn,3310106000,maize_corn_popcorn,Popcorn,Popcorn,Popcorn,1,,,
sk,10088.0,Kukurica s podsevom,Corn with underseeding,3310106000,maize_corn_popcorn,Corn with underseeding,Corn with undersowing,Seeded maize,1,,,
sk,10089.0,Kvety a okrasné rastliny pod sklom alebo fóliou,Flowers and ornamental plants under glass or foil,3350000000,greenhouse_foil_film,Flowers and ornamental plants under glass or foil,Flowers and ornamental plants under glass or foil,Flowers and ornamental plants under glass or foil,1,,,
sk,10090.0,Kvety a okrasné rastliny voľne pestované,Flowers and ornamental plants in the wild,3310800000,flowers_ornamental_plants,Flowers and ornamental plants grown freely,Flowers and ornamental plants grown outdoors,Flowers and ornamental plants cultivated in the wild,1,,,
sk,10091.0,Kôpor voňavý,Fragrant dill,3310612030,anethum_dill,Fragrant dill,Fragrant dill,Carobs/Saint John's breads,0,1,,
sk,10092.0,Lesknica kanárska,Canary grass,3320201100,canary_seed_canaryseed,The canary shiner,Canary Island laurel,Canary's viper,0,2,Phalaris arundinacea,1
sk,10093.0,Levanduľa úzkolistá,English Lavender,3310612190,lavender_lavandula,Narrow-leaved lavender,Narrow-leaved lavender,Blue lavender,0,1,,
sk,10094.0,Lieska obyčajná,Hazelnut,3330302000,hazelnuts_hazel,Common hazel,Common hazel,Algae and prokaryotes organisms,0,1,,
sk,10095.0,Liečivé rastliny,Medicinal plants,3310612000,aromatic_medicinal_culinary_plants_spices_herbs,Medicinal plants,Medicinal plants,medicinal plants,1,,,
sk,10096.0,Ligurček lekársky,Lovage,3310612210,lovage_maggiplant,Ligurček medical,Ligurian sage,Litchis/lychees,0,3,Lovage,1
sk,10097.0,Lucerna siata,Lucerne seed,3310202010,alfalfa_lucerne,Lantern sown,Alfalfa,Lamb's lettuces/corn salads,0,1,,
sk,10098.0,Lupina biela,White lupine,3310201090,lupins,Lupine white,White lupine,White peacock-pheasant,0,1,,
sk,10099.0,Lupina úzkolistá,Narrow-leaved lupine,3310201090,lupins,Narrow-leaved lupine,Narrow-leaved lupine,Prickly pear (cactus fruit),0,1,,
sk,10100.0,Lupina žltá,Lupine yellow,3310201090,lupins,Lupine yellow,Yellow lupine,Yellow lupin,1,,,
sk,10101.0,Láskavec,Amaranth,3310703010,amaranth,Lover,Lovage,Kinderel,0,1,,
sk,10102.0,Líniový vegetačný prvok,Linear vegetation element (trees),3360000000,tree_wood_forest,Linear vegetation element,Linear vegetation element,Line growing element,0,1,,
sk,10103.0,Mak siaty,Poppy,3310606000,poppy,Poppy seeds,Poppy seed,Poppy seed,1,,,
sk,10104.0,Malina,Raspberry,3330202020,raspberry_raspberries,Raspberry,Raspberry,Raspberries,1,,,
sk,10105.0,Mandľa obyčajná,Almond,3330301000,almond,Common almond,Common almond,Almond,1,,,
sk,10106.0,Marhuľa obyčajná,Apricot,3330103000,apricots,Common apricot,Common apricot,Apricot,1,,,
sk,10107.0,Medovka,Lemon balm,3310612200,lemon_balm_melissa,Honeydew,Lemon balm,"Honey (Royal jelly, pollen)",0,1,,
sk,10108.0,Medovka lekárska,Lemon balm,3310612200,lemon_balm_melissa,Medical honeydew,Lemon balm,"Honey (Royal jelly, pollen)",0,1,,
sk,10109.0,Melón cukrový,Sugar melon,3310702030,melon,Sugar melon,Sugar melon,Melons,1,,,
sk,10110.0,Melóny,Melons,3310702030,melon,Melons,Melons,Melons,1,,,
sk,10111.0,Mezofilné  trvalé trávne porasty (typ B),Mesophilic permanent grassland (type B),3320100000,permanent_grassland,Mesophilic permanent grasslands (type B),Mesophilic permanent grasslands (type B),Mesophilic permanent grassland (type b),1,,,
sk,10112.0,Mišpuľa,Loquat,3330108000,medlar_loquat,Medlar,Medlar,Medlar,1,,,
sk,10113.0,Moruša,Mulberry,3330299000,other_berries_berry_species,Mulberry,Mulberry,Mulberries,1,,,
sk,10114.0,Mrkva,Carrot,3310715020,carrots_daucus,Carrot,Carrots,Carrots,1,,,
sk,10115.0,Mrkva obyčajná,Common carrots,3310715020,carrots_daucus,Common carrot,Carrot,Carrots,1,,,
sk,10116.0,Mäta,Mint,3310612220,mints_peppermint,Mint,Measure,mint,0,1,,
sk,10117.0,Mäta pieporná,Peppermint,3310612220,mints_peppermint,Peppermint,Peppermint,Peppermint,1,,,
sk,10118.0,Nechtík lekársky,Marigold medical,3310612100,calendula_marigold,Calendula medical,Calendula,"Nails, tamarins, tamarinds, tamarinds, tamarinds, tamarinds, tamarinds, passion fruit, carambola, pitahaya, carambola, pitahaya, pitahaya, pitahaya, pitahaya, pitahaya, pitahaya, pitahaya, pitahaya, pitahaya, pitahaya, pitahaya, pitahaya, pitahaya, pitahaya, pitahaya, pitahaya",0,1,,
sk,10119.0,Nektárinka,Nectarine,3330109000,nectarine,Nectarine,Nectarine,Nectarine,1,,,
sk,10120.0,Nárazníková zóna a medza,Buffer zone and limit,3390000000,not_known_and_other,Buffer zone and limit,Buffer zone and boundary,buffer zone and boundary,1,,,
sk,10121.0,Nížinné aluviálne porasty (typ E),Lowland alluvial stands (type E),3320100000,permanent_grassland,Lowland alluvial vegetation (type E),Lowland alluvial vegetation (type E),Lowland alluvial crops (type e),1,,,
sk,10122.0,Olejninovo-obilná miešanka,Oil-cereal mixer,3310604000,oilseed_crops,Oil-cereal mixer,Oilseed-cereal mixture,Oily grain blend,1,,,
sk,10123.0,Orech kráľovský,Royal walnut,3330306000,walnuts,Royal walnut,Royal walnut,King nut,0,1,,
sk,10124.0,Ostatné aromatické byliny,Other aromatic herbs,3310612000,aromatic_medicinal_culinary_plants_spices_herbs,Other aromatic herbs,Other aromatic herbs,Other aromatic herbs,1,,,
sk,10125.0,Ostropestrec mariánsky,Marian thistle,3310612400,marian_thistles,Milk thistle,Milk thistle,Mariana ostropes,0,1,,
sk,10126.0,Ovocné sady,Fruit sets,3330100000,orchards_fruits,Orchards,Orchards,Fruit orchards,1,,,
sk,10127.0,Ovos nahý,Naked oats,3310105000,oats,Oats naked,Naked oats,Leeks and other alliaceous vegetables (excluding brassica roots and brassica baby leaf crops),0,1,,
sk,10128.0,Ovos ozimný,Winter oats,3310105001,winter_oats,Winter oats,Winter oats,Winter oats,1,,,
sk,10129.0,Ovos siaty,Sown oats,3310105000,oats,Oats sown,Oats,Gold of pleasure seeds,0,1,,
sk,10130.0,Paprika,Paprika,3310716010,bell_pepper_paprika,Paprika,Paprika,Peppers,1,,,
sk,10131.0,Paprika ročná,Sweet pepper,3310716010,bell_pepper_paprika,Annual pepper,Annual paprika,Peppers of the genus Capsicum or of the genus Capsicum or of the genus Capsicum or of the genus Capsicum or of the genus Capsicum or of the genus Capsicum or of the genus Pimenta,1,,,
sk,10132.0,Paprika ročná koreninová,Annual allspice pepper,3310716010,bell_pepper_paprika,Annual allspice pepper,Annual spice pepper,"Pepper, one-year-old pepper",1,,,
sk,10133.0,Paprika ročná zeleninová,Annual vegetable pepper,3310716010,bell_pepper_paprika,Annual vegetable pepper,Annual vegetable pepper,Peppers/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins/lupins,1,,,
sk,10134.0,Paštrnák,Parsnip,3310715030,parsnips,Parsnip,Paštrnák,Parsnips,0,1,,
sk,10135.0,Paštrnák siaty pravý,Parsnip sown right,3310715030,parsnips,Parsnip sown right,"Parsnip, true",Parsley roots/Hamburg roots parsley,0,1,,
sk,10136.0,Petržlen,Parsley,3310612270,parsley,Parsley,Parsley,Parsley,1,,,
sk,10137.0,Petržlen vňaťový kučeravý,Curly parsley,3310612270,parsley,Curly parsley,Curly parsley,Parsley,1,,,
sk,10138.0,Petržlen záhradný,Garden parsley,3310612270,parsley,Garden parsley,Garden parsley,Parsley,1,,,
sk,10139.0,Pohánka,Buckwheat,3310703020,buckwheat,Buckwheat,Buckwheat,Buckwheat,1,,,
sk,10140.0,Pohánka s podsevom,Buckwheat with subsowing,3310703020,buckwheat,Buckwheat with subsowing,Buckwheat with undersowing,Buckwheat and other pseudo-cereals,1,,,
sk,10141.0,Povojník batátový,Sweet potato,3310400000,sweet_potatoes,Sweet potato plant,Sweet potato vine,Batat's duiker,0,1,,
sk,10142.0,Povojník batátový (batát),Sweet potato (sweet potato),3310400000,sweet_potatoes,Sweet potato (sweet potato),Sweet potato vine (sweet potato),Batat (Batate),0,1,,
sk,10143.0,Povojník purpurový (batát),Morning glory (sweet potato),3310400000,sweet_potatoes,Purple sweet potato (sweet potato),Purple sweet potato (batata),Purple wardrobe (Batate),0,1,,
sk,10144.0,Poľná zelenina,Field vegetables,3310700000,fresh_vegetables,Field vegetables,Field vegetables,Lamb's lettuces/corn salads,0,1,,
sk,10145.0,Požlt farbiarsky,Safflower,3310839000,safflower,Painter's yellow,Požlt dyeing,Safflower,0,1,,
sk,10146.0,Proso,Millet,3310109000,millet,Millet,Millet,Millet,1,,,
sk,10147.0,Pór,Leek,3310708030,leek,Leek,To put,Leek,0,1,,
sk,10148.0,Pór pestovaný (jarný),Leek grown (spring),3310708030,leek,Grown leek (spring),Cultivated leek (spring),Leek (spring),1,,,
sk,10149.0,Pór pestovaný (zimný),Cultivated leek (winter),3310708030,leek,Cultivated leek (winter),Cultivated leek (winter),Leek (Winter),1,,,
sk,10150.0,Pôda ležiaca úhorom,Fallow land,3311100000,fallow_land_not_crop,Land lying fallow,Land lying fallow,fallow land,1,,,
sk,10151.0,Pôda ležiaca úhorom pre medonosné plodiny,Fallow land for honey crops,3311100000,fallow_land_not_crop,Fallow land for honey crops,Land lying fallow for honey crops,fallow land for mead crops,1,,,
sk,10152.0,Pôda ležiaca úhorom s porastom,Fallen land with vegetation,3311100000,fallow_land_not_crop,Fallen land with vegetation,Land lying fallow with vegetation,fallow land with vegetation,1,,,
sk,10153.0,Pôda ležiaca úhorom s produkciou bez hnojenia,Fallow land with production without fertilization,3311100000,fallow_land_not_crop,Fallow land with production without fertilization,Land lying fallow with production without fertilization,Eel-free land,0,1,,
sk,10154.0,Pôda ležiaca úhorom s produkciou s hnojením,Fallow land with production and fertilization,3311100000,fallow_land_not_crop,Fallow land with production and fertilization,Land lying fallow with fertilized production,land lying fallow with fertilisation,1,,,
sk,10155.0,Pšenica jarná,Spring wheat,3310101002,spring_common_soft_wheat,Spring wheat,Spring wheat,Spring wheat,1,,,
sk,10156.0,Pšenica letná jarná,Spring soft wheat,3310101002,spring_common_soft_wheat,Summer spring wheat,Spring wheat,Summer spring wheat,1,,,
sk,10157.0,Pšenica letná ozimná,winter soft wheat,3310101001,winter_common_soft_wheat,Summer and winter wheat,Winter wheat,Winter wheat,1,,,
sk,10158.0,Pšenica ozimná,Winter wheat,3310101001,winter_common_soft_wheat,Winter wheat,Winter wheat,Winter wheat,1,,,
sk,10159.0,Pšenica tvrdá,Durum wheat,3310102000,durum_hard_wheat,Durum wheat,Durum wheat,Durum wheat,1,,,
sk,10160.0,Pšenica tvrdá jarná,Spring durum wheat,3310102002,spring_durum_hard_wheat,Hard spring wheat,Durum wheat,Durum wheat,0,1,,
sk,10161.0,Pšenica tvrdá ozimná,Winter durum wheat,3310102001,winter_durum_hard_wheat,Hard winter wheat,Hard winter wheat,Durum wheat,0,1,,
sk,10162.0,Pšenica špaldová,Spelt wheat,3310110000,spelt,Spelled wheat,Spelt wheat,Cassava roots/manioc,0,1,,
sk,10163.0,Rajčiak jedlý,Edible tomato,3310714000,tomato,Edible tomato,Edible tomato,Tomato,1,,,
sk,10164.0,Rajčiaky,Tomatoes,3310714000,tomato,Tomatoes,Tomatoes,Tomatoes,1,,,
sk,10165.0,Rakytník rešetliakovitý,Sea buckthorn,3330208000,hippophae_sea_buckthorns_seaberry,Lattice sea buckthorn,Sea buckthorn,Sea-buckthorn,1,,,
sk,10166.0,Rasca lúčna,Caraway,3310612110,caraway,Meadow cumin,Meadow rue,Caraway,0,1,,
sk,10167.0,Raž siata,Rye seeds,3310103000,rye,Rye sown,Rye,Rye,1,,,
sk,10168.0,Rebríček obyčajný,Yarrow,3310612390,yarrow,Ordinary ranking,Common ladder,Albacore or longfinned tunas (Thunnus maccoyii),0,3,Yarrow,1
sk,10169.0,Repa cukrová,Sugar beet,3310719010,sugar_beet,Sugar beet,Sugar beet,Sugar beet,1,,,
sk,10170.0,Repa cukrová s podsevom,Sugar beet with underseeding,3310719010,sugar_beet,Sugar beet with underseeding,Sugar beet with undersown crop,Sugar beet with pods,1,,,
sk,10171.0,Repa kŕmna,Fodder beet,3310719020,mangelwurzel_beets,Fodder beet,Fodder beet,Fodder beet,1,,,
sk,10172.0,Repa kŕmna s podsevom,fodder beet with undersowing,3310719020,mangelwurzel_beets,Fodder beet with undersowing,Fodder beet with undersown crop,Fodder beet with pods,1,,,
sk,10173.0,Repa obyčajná (mangold),Swiss chard,3310719030,other_beta_vulgaris,Swiss chard,Swiss chard (mangold),Beet leaves (chard) (Leaves of beetroot),1,,,
sk,10174.0,Repa obyčajná cviklová (Cvikla),Beetroot (Beetroot),3310719020,mangelwurzel_beets,Beetroot (Beetroot),Beetroot (Cvikla),Beetroot (Cichorium spp.),1,,,
sk,10175.0,Repa obyčajná cviklová (Cvikla) s podsevom,Beetroot (Beetroot) ​​with underseeding,3310719020,mangelwurzel_beets,Common beetroot (Cvikla) ​​with underseeding,Beetroot (Cvikla) with undersowing,Beetroot with pods,1,,,
sk,10176.0,Repa obyčajná cviklová  (Cvikla),Beetroot (Beetroot),3310719020,mangelwurzel_beets,Beetroot (Beetroot),Beetroot (Cvikla),Beetroot (Cichorium spp.),1,,,
sk,10177.0,Repa obyčajná cviklová  (cvikla),Beetroot (beetroot),3310719020,mangelwurzel_beets,Beetroot (beetroot),Beetroot (beetroot),Beetroot (Cichorium spp.),1,,,
sk,10178.0,Repica olejnatá,Oilseed rape,3310604010,rapeseed_rape,Rapeseed oil,Oilseed rape,"Rape seed (Bird rapeseed, turnip rape) (Bird rapeseed, turnip rape, turnip rape) (Bird rapeseed, turnip rape, turnip rape, turnip rape, turnip rape, turnip rape, turnip rape, turnip rape, turnip rape, turnip rape, turnip rape, turnip rape, turnip rape, turnip rape, turnip rape, turnip rape, turnip rape, turnip rape, turnip rape, turnip rape, turnip rape, turnip rape)",1,,,
sk,10179.0,Reďkev,Radish,3310715040,radish,Radish,Radish,Radishes,1,,,
sk,10180.0,Reďkev siata (čierna a reďkovka),Radish (black and radish),3310715040,radish,Sown radish (black and radish),Radish (black and white),Radishes (Black radish and radish),1,,,
